path	lines	module	coverage	risk_hint
College/Features/Catalog/Ingest/PDFScrapeReport.swift	38	Catalog	5b	Y
College/Features/Catalog/Ingest/RequirementNodeIR.swift	105	Catalog	5b	Y
College/Features/Catalog/ModernCampusAPI.swift	76	Catalog	5b	Y
College/Features/Catalog/ModernCampusCatalogLabels.swift	152	Catalog	5b	Y
College/Features/Catalog/ModernCampusEngine+Hydration.swift	33	Catalog	5b	Y
College/Features/Catalog/ModernCampusEngine.swift	2674	Catalog	5b	Y
College/Features/Catalog/ModernCampusPolicyIngestion.swift	280	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFBlockClassifier.swift	252	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFCourseExtractor.swift	155	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFDocumentModel.swift	131	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFEngine.swift	66	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFError.swift	30	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFLayoutReconstructor.swift	81	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFNormalizer.swift	62	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFPipeline.swift	154	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFPolicyExtractor.swift	64	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFProfile.swift	121	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFProgramExtractor.swift	144	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFProgramRejectLexicon.swift	33	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFRequirementExtractor.swift	34	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFSectionClassifier.swift	245	Catalog	5b	Y
College/Features/Catalog/PDF/CatalogPDFTextExtractor.swift	154	Catalog	5b	Y
College/Features/Catalog/PDF/PDFPageTextCleaner.swift	75	Catalog	5b	Y
College/Features/Catalog/ProgramCatalogRequirementSheet.swift	116	Catalog	5b	Y
College/Features/Catalog/RequirementRowNormalizer.swift	173	Catalog	5b	Y
College/Features/Catalog/SchoolManifestCatalog.swift	113	Catalog	5b	Y
College/Features/Catalog/Store/CatalogSchoolDataPurge.swift	102	Catalog	5b	Y
College/Features/Catalog/Store/CatalogSchoolDataPurgeRunner.swift	228	Catalog	5b	Y
College/Features/Catalog/Store/CatalogSchoolRemoval.swift	60	Catalog	5b	Y
College/Features/Catalog/Store/CatalogSchoolScrapePurgeNotifier.swift	56	Catalog	5b	Y
College/Features/Catalog/Store/CatalogStoreCoordinator.swift	139	Catalog	5b	Y
College/Features/Catalog/Store/CatalogStorePortableBridge.swift	88	Catalog	5c	Y
College/Features/Catalog/Store/CatalogStoreSecurity.swift	138	Catalog	5b	Y
College/Features/Catalog/Store/CatalogStoreSnapshotBridge.swift	39	Catalog	5c	Y
College/Features/Catalog/StringNormalization.swift	31	Catalog	5c	Y
College/Features/Catalog/UniversalCatalogScraper.swift	3600	Catalog	5b	Y
College/Features/Catalog/Vector/CatalogChunkProjection+Store.swift	155	Catalog	5c	Y
College/Features/Catalog/Vector/CatalogChunkProjection.swift	29	Catalog	5b	Y
College/Features/Catalog/Vector/CatalogEmbedMemoryLifecycle.swift	55	Catalog	5c	Y
College/Features/Catalog/Vector/CatalogEmbeddingRuntime.swift	97	Catalog	5b	Y
College/Features/Catalog/Vector/CatalogLexicalEmbedding.swift	38	Catalog	5b	Y
College/Features/Catalog/Vector/CatalogMLXEmbedService.swift	104	Catalog	5b	Y
College/Features/Catalog/Vector/CatalogModernBERTPhase0Spike.swift	39	Catalog	5b	Y
College/Features/Catalog/Vector/CatalogVectorIndexer.swift	366	Catalog	5b	Y
College/Features/Catalog/Vector/CatalogVectorIndexingLifecycle.swift	55	Catalog	5b	Y
College/Features/Catalog/Vector/CatalogVectorStore.swift	418	Catalog	5b	Y
College/Features/Catalog/Vector/MLXTaskQueue.swift	123	Catalog	5b	Y
College/Features/Catalog/Vector/VecturaServiceBoundary.swift	23	Catalog	5b	Y
College/Features/Catalog/WebScraperService.swift	452	Catalog	5c	Y
College/Features/Courses/AddCourseView.swift	511	Courses	5c	Y
College/Features/Courses/AddSemesterView.swift	532	Courses	5c	Y
College/Features/Courses/CourseCatalogEntity+Display.swift	20	Courses	5c	Y
College/Features/Courses/CourseCatalogManagerView.swift	115	Courses	5c	Y
College/Features/Courses/CourseCatalogService.swift	40	Courses	5c	Y
College/Features/Courses/CourseDashboardReadBridge.swift	44	Courses	5c	Y
College/Features/Courses/CourseDashboardView.swift	2479	Courses	5c	Y
College/Features/Courses/CourseSearchView.swift	459	Courses	5c	Y
College/Features/Courses/EditCourseDetailsView.swift	1106	Courses	5c	Y
College/Features/Courses/GPACalculatorPopoverView.swift	414	Courses	5c	Y
College/Features/Courses/GenEdAddCourseModal.swift	592	Courses	5c	Y
College/Features/Degree/DegreeConfiguration.swift	170	Degree	5b	Y
College/Features/Degree/DegreeView.swift	1065	Degree	5b	Y
College/Features/Degree/GraduationValidator.swift	459	Degree	5b	Y
College/Features/Degree/MajorMinorDetailsView.swift	2195	Degree	5c	Y
College/Features/Degree/PrerequisiteValidator.swift	274	Degree	5b	Y
College/Features/Documents/DocumentsVaultQueryHost.swift	24	Documents	5c	Y
College/Features/Documents/DocumentsView.swift	2356	Documents	5b	Y
College/Features/Overview/MultiDegreeOverviewCards.swift	219	Overview	5c	Y
College/Features/Overview/OverviewDeepCatalogPrompt.swift	23	Overview	5c	Y
College/Features/Overview/OverviewQueryHost.swift	44	Overview	5c	Y
College/Features/Overview/OverviewReadBridge.swift	205	Overview	5c	Y
College/Features/Overview/OverviewView.swift	2129	Overview	5c	Y
College/Features/Overview/WeatherService.swift	237	Overview	5c	Y
College/Features/Overview/WidgetKit/EqualizerBarsView.swift	39	Overview	5c	Y
College/Features/Overview/WidgetKit/OverviewCard.swift	47	Overview	5c	Y
College/Features/Overview/WidgetKit/WidgetConfiguration.swift	101	Overview	5c	Y
College/Features/Overview/WidgetKit/WidgetDescriptor.swift	78	Overview	5c	Y
College/Features/Overview/WidgetKit/WidgetPickerView.swift	273	Overview	5c	Y
College/Features/Overview/WidgetKit/WidgetRegistry.swift	55	Overview	5c	Y
College/Features/Overview/Widgets/AcademicCalendarWidget.swift	89	Overview	5c	Y
College/Features/Overview/Widgets/AcademicsWidget.swift	337	Overview	5c	Y
College/Features/Overview/Widgets/CareerConversionWidget.swift	69	Overview	5c	Y
College/Features/Overview/Widgets/CareerFollowUpsWidget.swift	60	Overview	5c	Y
College/Features/Overview/Widgets/CareerPipelineWidget.swift	93	Overview	5c	Y
College/Features/Overview/Widgets/DeadlinesWidget.swift	186	Overview	5c	Y
College/Features/Overview/Widgets/DocumentsWidget.swift	147	Overview	5c	Y
College/Features/Overview/Widgets/EventsWidget.swift	185	Overview	5c	Y
College/Features/Overview/Widgets/MultiDegreeProgressWidget.swift	99	Overview	5c	Y
College/Features/Overview/Widgets/ScheduleWidget.swift	205	Overview	5c	Y
College/Features/Overview/Widgets/TasksWidget.swift	179	Overview	5c	Y
College/Features/Overview/Widgets/WeatherWidget.swift	208	Overview	5c	Y
College/Features/Profile/AcademicDegreeTabBar.swift	299	Profile	5b	Y
College/Features/Profile/AcademicIdentityView.swift	2263	Profile	5b	Y
College/Features/Profile/AcademicProfileEditFields.swift	860	Profile	5b	Y
College/Features/Profile/AcademicProfileReadBridge.swift	19	Profile	5c	Y
College/Features/Profile/AchievementsView.swift	567	Profile	5b	Y
College/Features/Profile/AdvisorMeetingPrepView.swift	155	Profile	5b	Y
College/Features/Profile/DeclaredProgramDegreeMetadata.swift	150	Profile	5b	Y
College/Features/Profile/ExperienceView.swift	489	Profile	5b	Y
College/Features/Profile/PortfolioProject.swift	31	Profile	5b	Y
College/Features/Profile/Profile+Display.swift	35	Profile	5c	Y
College/Features/Profile/ProfileCompatibility.swift	405	Profile	5b	Y
College/Features/Profile/ProfileEditOptions.swift	15	Profile	5b	Y
College/Features/Profile/ProfileEditSheet.swift	452	Profile	5b	Y
College/Features/Profile/ProfileReadBridge.swift	58	Profile	5c	Y
College/Features/Profile/ProfileView.swift	822	Profile	5b	Y
College/Features/Profile/ProgramListControls.swift	32	Profile	5b	Y
College/Features/Profile/ProgramListSerialization.swift	172	Profile	5b	Y
College/Features/Settings/AppUpdateCheckService.swift	118	Settings	5c	Y
College/Features/Settings/CatalogTrustedSourcesView.swift	67	Settings	5c	Y
College/Features/Settings/MacStandaloneSettingsRoot.swift	20	Settings	5c	Y
College/Features/Settings/SettingsAssistantPanel.swift	450	Settings	5c	Y
College/Features/Settings/SettingsCareerPanel.swift	36	Settings	5c	Y
College/Features/Settings/SettingsCatalogSelectedProgramsBlock.swift	635	Settings	5c	Y
College/Features/Settings/SettingsCatalogSyncSection.swift	1076	Settings	5c	Y
College/Features/Settings/SettingsChromeViews.swift	202	Settings	5c	Y
College/Features/Settings/SettingsMetrics.swift	19	Settings	5c	Y
College/Features/Settings/SettingsNavSection.swift	89	Settings	5c	Y
College/Features/Settings/SettingsNavigation.swift	97	Settings	5c	Y
College/Features/Settings/SettingsPanels_Academics.swift	55	Settings	5c	Y
College/Features/Settings/SettingsPanels_App.swift	221	Settings	5c	Y
College/Features/Settings/SettingsPanels_Appearance.swift	283	Settings	5c	Y
College/Features/Settings/SettingsPanels_Calendar.swift	570	Settings	5c	Y
College/Features/Settings/SettingsPanels_General.swift	293	Settings	5c	Y
College/Features/Settings/SettingsPanels_Profile.swift	66	Settings	5c	Y
College/Features/Settings/SettingsPanels_Services.swift	541	Settings	5c	Y
College/Features/Settings/SettingsPerformanceDiagnosticsCard.swift	82	Settings	5c	Y
College/Features/Settings/SettingsSearchIndex.swift	122	Settings	5c	Y
College/Features/Settings/SettingsSessionController.swift	277	Settings	5c	Y
College/Features/Settings/SettingsSidebarSplitLock.swift	176	Settings	5c	Y
College/Features/Settings/SettingsView.swift	501	Settings	5c	Y
College/Features/Settings/SettingsWebShortcutsPanel.swift	104	Settings	5c	Y
College/Features/Settings/SettingsWorkdayPanel.swift	323	Settings	5c	Y
College/Features/Settings/WatchdogSettingsPanel.swift	404	Settings	5c	Y
College/Features/SyllabusAI/AIStorageViewModel.swift	61	SyllabusAI	5b	Y
College/Features/SyllabusAI/JSONSanitizer.swift	77	SyllabusAI	5b	Y
College/Features/SyllabusAI/LLMMemoryLifecycle.swift	73	SyllabusAI	5b	Y
College/Features/SyllabusAI/LLMOnDemandPrewarm.swift	17	SyllabusAI	5c	Y
College/Features/SyllabusAI/LLMSamplingProfile.swift	38	SyllabusAI	5b	Y
College/Features/SyllabusAI/LocalLLMRunner.swift	190	SyllabusAI	5b	Y
College/Features/SyllabusAI/LocalLLMStubResponder.swift	107	SyllabusAI	5b	Y
College/Features/SyllabusAI/MLXTokenizerBridge.swift	64	SyllabusAI	5b	Y
College/Features/SyllabusAI/ModelBootstrapService.swift	101	SyllabusAI	5b	Y
College/Features/SyllabusAI/ModelManager.swift	378	SyllabusAI	5b	Y
College/Features/SyllabusAI/ModelMigrationService.swift	77	SyllabusAI	5c	Y
College/Features/SyllabusAI/SyllabusAnalysisViewModel.swift	467	SyllabusAI	5b	Y
College/Features/SyllabusAI/SyllabusHeuristicExtractor.swift	877	SyllabusAI	5b	Y
College/Features/SyllabusAI/SyllabusModels.swift	900	SyllabusAI	5b	Y
College/Features/SyllabusAI/SyllabusPDFIngestService.swift	89	SyllabusAI	5b	Y
College/Features/SyllabusAI/SyllabusPromptBuilder.swift	163	SyllabusAI	5b	Y
College/Features/SyllabusAI/SyllabusReviewView.swift	1518	SyllabusAI	5b	Y
College/Features/SyllabusAI/SyllabusScheduleInference.swift	651	SyllabusAI	5b	Y
College/Rust/CollegeCoreSwift.swift	178	Rust	5b	N
